Province,School,Sector,Learners
GP,EMMANUEL PRIMARY SCHOOL,Public,888
LP,TSHIITWA  SECONDARY  SCHOOL,Public,888
MP,LAERSKOOL BERGLAND,Public,888
NW,SWARISANANG PRIMARY,Public,888
KZ,ETHUBALETHU COMBINED SCHOOL,Public,888
NW,D.P. KGOTLENG PRIMARY SCHOOL,Public,889
GP,ST FRANCIS PRIMARY SCHOOL,Public,889
MP,LIGUGULETFU PRIMARY SCHOOL,Public,889
GP,GOZA PRIMARY SCHOOL,Public,889
EC,ZWELODUMO SENIOR SECONDARY SCHOOL,Public,889
FS,VOORWAARTS I/S,Public,889
KZ,KWAGENCE CP,Public,889
KZ,LIMIT HILL PRIMARY SCHOOL,Public,889
GP,AFRICA HOUSE COLLEGE,INDEPENDENT,889
NW,ARE IPELENG,Public,889
NW,BOITSHOKO MIDDLE SCHOOL,Public,889
WC,IDASVALLEI PRIM.,Public,889
WC,GROSVENOR PRIM.,Public,889
GP,ALPHA PRIMARY SCHOOL,Public,890
GP,TLHATLOGANG JUNIOR SECONDARY SCHOOL,Public,890
GP,LAERSKOOL VRYHEIDSMONUMENT,Public,890
LP,RAMATAU SECONDARY SCHOOL,Public,890
MP,DAVEL COMBINED SCHOOL,Public,890
MP,PHUMELELA SECONDARY SCHOOL,Public,890
NW,ITUMELENG,Public,890
NW,LAERSKOOL BRITS,Public,890
NW,TSHUKUDU HIGH SCHOOL,Public,890
EC,NGUBEZULU SENIOR SECONDARY SCHOOL,Public,890
EC,ALHEIT VAN DER MERWE PRIMARY SCHOOL,Public,890
FS,TABOLA P/S,Public,890
WC,ERICA PRIM.,Public,890
WC,MOOI-UITSIG PRIM.,Public,890
KZ,SIFISOKUHLE C,Public,891
GP,LIBRA PRIMARY SCHOOL,Public,891
GP,T C ESTERHUYSEN PRIMARY SCHOOL,Public,891
GP,MOHAUNG PRIMARY SCHOOL,Public,891
GP,MOTJIBOSANE PRIMARY SCHOOL,Public,891
LP,ALFRED B MAKAPAN,Public,891
NW,GEELHOUTPARK SECONDARY,Public,891
GP,SUNRISE COMBINED COLLEGE,INDEPENDENT,891
EC,HARDENBERG JUNIOR SECONDARY SCHOOL,Public,891
KZ,DALMENY PRIMARY SCHOOL,Public,891
KZ,GAMALAKHE COMMERCIAL H,Public,891
EC,NOMPUCUKO COMBINED SCHOOL,Public,891
WC,BELLPARK PRIM.,Public,891
WC,YORK HS.,Public,891
GP,MPHE-THUTO PRIMARY SCHOOL,Public,892
GP,JAMESON JUNIOR AND HIGH SCHOOL,INDEPENDENT,892
LP,MANELEDZI  SECONDARY  SCHOOL,Public,892
MP,TP STRATTEN PRIMARY SCHOOL,Public,892
GP,GALWAY PRIMARY SCHOOL,Public,892
FS,WELKOM-GIMNASIUM S/S,Public,892
KZ,GOQO PRIMARY SCHOOL,Public,892
KZ,MZUKELA PRIMARY SCHOOL,Public,892
KZ,SPARKS ESTATE S,Public,892
KZ,THALANA S,Public,892
WC,PARLIAMENT STREET PRIMARY SCHOOL,Public,892
WC,LIVINGSTONE HS.,Public,892
KZ,LIZWI S,Public,893
GP,EP BAUMAN PRIMARY SCHOOL,Public,893
GP,THOBEKA PRIMARY SCHOOL,Public,893
LP,FOSKOR PRIMARY SCHOOL,Public,893
LP,SEPEDI PRIMARY SCHOOL,Public,893
NW,MOLELWANENG PRIMARY,Public,893
EC,BIKITSHA JUNIOR SECONDARY SCHOOL,Public,893
KZ,KANYEKANYE H,Public,893
EC,KABEGA PRIMARY SCHOOL,Public,893
WC,HERMANUS PRIM.,Public,893
WC,PROTEA PARK PRIM.,Public,893
KZ,SIKHULILE C,Public,894
GP,MCBAIN CHARLES PRIMARY SCHOOL,Public,894
GP,JET NTEO SECONDARY SCHOOL,Public,894
LP,THEJANE SECONDARY SCHOOL,Public,894
NW,MOKGWEETSI PRIMARY,Public,894
FS,MELODING S/S,Public,894
KZ,OBONJANENI PRIMARY SCHOOL,Public,894
GP,DELRADO PRIMARY SCHOOL,Public,895
GP,BONAERO PARK PRIMARY SCHOOL,Public,895
GP,LEFIKA PRIMARY SCHOOL,Public,895
LP,MAHONISI PRIMARY,Public,895
EC,TEMBENI SENIOR PRIMARY SCHOOL,Public,895
WC,BOSMANSDAM PRIM.,Public,895
WC,NEWTON PRIM.,Public,895
WC,VERGENOEG RK PRIM.,Public,895
KZ,CRAWFORD NORTH COAST,INDEPENDENT,896
GP,MONTIC PRIMARY FACTORY SCHOOL,Public,896
GP,LEFOFA PRIMARY SCHOOL,Public,896
GP,PHALESANE PRIMARY SCHOOL,Public,896
LP,MOREKO HIGH SCHOOL,Public,896
MP,MAYIBUYE SECONDARY SCHOOL,Public,896
NW,KELEDI SECONDARY,Public,896
EC,ELLIOTDALE TECH SENIOR SECONDARY SCHOOL,Public,896
EC,MBEKWA JUNIOR SECONDARY SCHOOL,Public,896
KZ,DINGEKA H,Public,896
EC,PATERSON HIGH SCHOOL,Public,896
WC,JOHN RAMSAY HS.,Public,896
WC,SUN VALLEY PRIM.,Public,896
WC,BRIDGETOWN SEC.,Public,896
KZ,ZANDILE JP,Public,897
KZ,JEVU JS,Public,897
GP,DE BRUYN PRIMARY SCHOOL,Public,897
NW,DOOKA PRIMARY,Public,897
EC,NTAPANE JUNIOR SECONDARY SCHOOL,Public,897
EC,LONWABO JUNIOR PRIMARY SCHOOL,Public,897
FS,TSHEPANG S/S,Public,897
KZ,KHETHELIHLE PRIMARY SCHOOL,Public,897
GP,MULBARTON PRIMARY SCHOOL,Public,898
GP,LAERSKOOL EENDRACHT,Public,898
GP,MATLHASEDI PRIMARY SCHOOL,Public,898
LP,MATIYANI PRIMARY,Public,898
LP,MBHANYELE SECONDARY SCHOOL,Public,898
EC,MOUNT AYLIFF JUNIOR SECONDARY SCHOOL,Public,898
FS,ARBEIDSGENOT PF/S,Public,898
FS,MOHLAKENG P/S,Public,898
KZ,MYEKA S,Public,898
KZ,SIYEZA PRIMARY SCHOOL,Public,898
WC,ST. CYPRIAN'S SCHOOL.,INDEPENDENT,898
KZ,MAJIYA S,Public,899
GP,LAUDIUM HEIGHTS PRIMARY SCHOOL,Public,899
GP,PITSENG PRIMARY SCHOOL,Public,899
LP,PIENAARSRIVIER PRIMARY SCHOOL,Public,899
LP,MAGODA PRIMARY SCHOOL,Public,899
LP,RETHUSITSWE PRIMARY SCHOOL,Public,899
LP,HLABJE PRIMARY SCHOOL,Public,899
MP,LINDILANGA PRIMARY SCHOOL,Public,899
NW,MOFATLHOSI SECONDARY SCHOOL,Public,899
FS,MAMPOI S/S,Public,899
KZ,GREYTOWN PRIMARY SCHOOL,Public,899
KZ,NKABANE (LADYSMITH REGION),Public,899
GP,LENASIA MODEL PRIMARY SCHOOL,Public,900
GP,HOËRSKOOL PRETORIA-WES,Public,900
MP,CAMDEN COMBINED SCHOOL,Public,900
NW,MODISAKOMA INTERMEDIATE SCHOOL,Public,900
GP,CURRO PRIVATE SCHOOL-KRUGERSDORP,INDEPENDENT,900
EC,PHAMBILI SENIOR SECONDARY SCHOOL,Public,900
EC,NGQUBA JUNIOR SECONDARY SCHOOL,Public,900
FS,WSM MALOTLE P/S,Public,900
KZ,ENQOLENI PRIMARY SCHOOL,Public,900
KZ,ESIBANINI JP,Public,900
EC,WEST END PRIMARY SCHOOL,Public,900
EC,PHINDUBUYE PRIMARY SCHOOL,Public,900
WC,IQHAYIYA SEC,Public,900
WC,SKURWEBERG SEK.,Public,900
EC,RIETBERG PRIMARY SCHOOL,Public,901
KZ,SIYAMU JP,Public,901
GP,DOXA DEO CHRISTIAN SCHOOL,INDEPENDENT,901
GP,HOËRSKOOL RIEBEECKRAND,Public,901
GP,ARBOR PRIMARY SCHOOL,Public,901
LP,REABILWE PRIMARY SCHOOL,Public,901
LP,MAKGONGOANA,Public,901
LP,KGWANA,Public,901
LP,MUNGOMANI PRIMARY,Public,901
LP,NNDAMULELENI SECONDARY SCHOOL,Public,901
MP,SHISHILA PRIMARY SCHOOL,Public,901
NW,ITUMELENG PRIMARY,Public,901
NW,LEKWAKWA PRIMARY,Public,901
FS,MABELA I/S,Public,901
FS,TATAISONG P/S,Public,901
KZ,BANTUVUKANI SP,Public,901
KZ,ISIBUKOSEZWE H,Public,901
WC,GOEIE HOOP PRIM.,Public,901
WC,PLUMSTEAD HS.,Public,901
WC,LIESBEECK PRIM.,Public,901
KZ,R A ENGAR PRIMARY SCHOOL,Public,902
LP,BOMBELENI PRIMARY,Public,902
LP,KGOTLOANA,Public,902
LP,HLABI,Public,902
LP,MUNZHEDZI,Public,902
EC,KHULANI COMMERCIAL HIGH SCHOOL,Public,902
KZ,DRAKENSBERG COMPREHENSIVE H,Public,902
KZ,MBAMBANGALO H,Public,902
WC,ALBERT MYBURGH SEK.,Public,902
WC,WORCESTER LS.,Public,902
KZ,SEBENZAKUSAKHANYA S,Public,903
KZ,SIYAHLOMULA S,Public,903
GP,CHRIS J BOTHA SECONDARY SCHOOL,Public,903
GP,CORONATIONVILLE SECONDARY SCHOOL,Public,903
GP,LAERSKOOL SIMON BEKKER,Public,903
GP,MASIMINI PRIMARY SCHOOL,Public,903
MP,ENKHOKHOKHWENI PRIMARY SCHOOL,Public,903
MP,HLONIPHA SECONDARY SCHOOL,Public,903
FS,ITUMELENG P/S,Public,903
KZ,STEADVILLE S,Public,903
KZ,RIETVLEI SS SCHOOL,Public,903
KZ,SEA COW LAKE S,Public,904
GP,SEAPARANKWE PRIMARY SCHOOL,Public,904
GP,HLOLISISA PRIMARY SCHOOL,Public,904
LP,FLORAPARK COMPREHENSIVE HIG SCHOOL,Public,904
LP,TSHWENI SECONDARY,Public,904
MP,CAMALAZA SECONDARY SCHOOL,Public,904
EC,NOGEMANE SENIOR SECONDARY SCHOOL,Public,904
EC,MANGUZELA JUNIOR SECONDARY SCHOOL,Public,904
NC,COLESBERG PUBLIC PRIMARY SCHOOL,Public,904
FS,MATSERIPE S/S,Public,904
KZ,KWADENGE SS,Public,904
EC,IKAMVA LESIZWE PUBLIC SCHOOL,Public,904
LP,PHATAMETSANE SENIOR SECONDARY SCHOOL,Public,905
LP,SEKAKATE PRIMARY SCHOOL,Public,905
MP,MASOYI PRIMARY SCHOOL,Public,905
NC,JJ DREYER PRIMÊRE SKOOL,Public,905
NC,UMSO HIGH SCHOOL,Public,905
NC,ISAGONTLE PRIMARY SCHOOL,Public,905
FS,TUTUBOLOHA I/S,Public,905
FS,MAMELLO P/S,Public,905
KZ,PAULPIETERSBURG PUBLIC (DUMBE),Public,905
WC,DURBANVILLE HS.,Public,905
WC,LWANDLE PRIM.,Public,905
WC,KNYSNA PRIM.,Public,905
WC,JOHN D CRAWFORD PRIM.,Public,905
KZ,TONGAAT S,Public,906
GP,TROYEVILLE PRIMARY SCHOOL,Public,906
GP,BHEKIMFUNDO PRIMARY SCHOOL,Public,906
GP,THEO-TWALA PRIMARY SCHOOL,Public,906
MP,NGWANE PRIMARY SCHOOL,Public,906
NW,TLHASEDI,Public,906
EC,PAKAMANI SENIOR SECONDARY SCHOOL,Public,906
EC,NQWILISO SENIOR SECONDARY SCHOOL,Public,906
NC,PABALLELO PRIMARY SCHOOL,Public,906
FS,VULAMASANGO S/S,Public,906
FS,TSHEDISEHANG P/S,Public,906
KZ,EBOMVINI PRIMARY SCHOOL,Public,906
EC,ROWALLAN PARK PRIMARY SCHOOL,Public,906
EC,THEMBALESIZWE PRIMARY SCHOOL,Public,906
EC,KHULILE PRIMARY SCHOOL,Public,906
EC,ZANOLWAZI SENIOR SECONDARY SCHOOL,Public,906
NW,MADIBOGOGO-PAN PRIMARY SCHOOL,Public,907
GP,ATHLONE GIRLS' HIGH SCHOOL,Public,907
GP,LAERSKOOL DIE RUITER,Public,907
GP,KITSO PRIMARY SCHOOL,Public,907
GP,RANTAILANE SECONDARY SCHOOL,Public,907
MP,AZALEA COMBINED SCHOOL,Public,907
NC,MOHOLENG PRIMARY SCHOOL,Public,907
FS,ICOSENG P/S,Public,907
FS,TEBOHO P/S,Public,907
KZ,KENTERTON PRIMARY SCHOOL,Public,907
KZ,UDUMO PRIMARY SCHOOL,Public,908
GP,SELPARK PRIMARY SCHOOL,Public,908
MP,TLADISHI HIGH SCHOOL,Public,908
EC,ZWELITSHA SENIOR SECONDARY SCHOOL,Public,908
KZ,MUZIKAYISE PRIMARY SCHOOL,Public,908
EC,kwaZAKHELE HIGH SCHOOL,Public,908
WC,FIRGROVE PRIM.,Public,908
KZ,SENZOKUHLE JP (INANDA),Public,909
GP,MVELAPHANDA PRIMARY SCHOOL,Public,909
GP,HOËRSKOOL JOHAN JURGENS,Public,909
GP,CHARTER HOUSE PREPARATORY,INDEPENDENT,909
MP,MALWANA PRIMARY SCHOOL,Public,909
LP,KHATISA HIGH SCHOOL,Public,909
LP,D.G. TSEBE,Public,909
LP,REBONE SECONDARY,Public,909
FS,JIM FOUCHé S/S,Public,909
FS,REFENGKGOTSO P/S,Public,909
FS,NEO P/S,Public,909
KZ,MFANEFILE S,Public,909
EC,MASIBAMBANE SEN SECONDARY SCHOOL,Public,909
KZ,SGODIPHOLA PRIMARY SCHOOL,Public,910
GP,TSHEPISA PRIMARY SCHOOL,Public,910
GP,OLIVER LODGE PRIMARY SCHOOL,Public,910
LP,WESTENBURG SECONDARY SCHOOL,Public,910
MP,EKUCATHUZENI PRIMARY SCHOOL,Public,910
MP,SIKHWAHLANE SECONDARY SCHOOL,Public,910
MP,TIKHUNI SECONDARY SCHOOL,Public,910
FS,UNIVERSITAS P/S,Public,910
KZ,MOUNT CURRIE S,Public,910
KZ,NGILOSI JP,Public,910
KZ,ORIENT ISLAMIC,INDEPENDENT,910
WC,JAMAICAWEG PRIM.,Public,910
GP,BOITSHEPO SECONDARY SCHOOL,Public,911
LP,KRAUSE PRIMARY SCHOOL,Public,911
LP,MAKGOFE HIGH SCHOOL,Public,911
FS,KWEETSA P/S,Public,911
KZ,JAI HIND PRIMARY SCHOOL,Public,911
GP,FOCHVILLE PRIMARY SCHOOL,Public,911
GP,RIVONIA PRIMARY SCHOOL,Public,912
GP,LAERSKOOL HENDRIK VAN DER BIJL,Public,912
GP,RIVERSIDE HIGH SCHOOL,Public,912
MP,BUNNY KHOSA HIGH SCHOOL,Public,912
KZ,IMBALENCANE PRIMARY SCHOOL,Public,912
KZ,NDUMO S,Public,912
KZ,NSABALELE PUBLIC PRIMARY SCHOOL,Public,912
GP,HOLY TRINITY SECONDARY SCHOOL,Public,913
MP,EZROM PRIMARY SCHOOL,Public,913
MP,SIFUNDZEKHAYA PRIMARY SCHOOL,Public,913
NW,TSAMMA SECONDARY SCHOOL,Public,913
KZ,EMPATHE PRIMARY SCHOOL,Public,913
KZ,EZAMUKUTHULA PRIMARY SCHOOL,Public,913
KZ,GOBINDLOVU S,Public,913
EC,MZONTSUNDU SECONDARY SCHOOL,Public,913
KZ,SIQONGWENI S,Public,914
GP,PROGRESS PRIMARY SCHOOL,Public,914
GP,SUNCREST HIGH SCHOOL,Public,914
LP,LEPATO SECONDARY SCHOOL,Public,914
LP,PHOTO PRIMARY,Public,914
MP,IZITHANDANI PRIMARY SCHOOL,Public,914
MP,BUKHOSIBETFU PRIMARY SCHOOL,Public,914
EC,JIKINDABA SENIOR SECONDARY SCHOOL,Public,914
NC,FRANK BIGGS PRIMÊRE SKOOL,Public,914
FS,SAAIPLAAS P/S,Public,914
KZ,MAHLAHLAMELA PRIMARY SCHOOL,Public,914
KZ,THOLINHLANHLA PRIMARY SCHOOL,Public,914
WC,KASSELSVLEI KOMPREHENSIEWE HS,Public,914
KZ,UMGIJIMI JP,Public,915
GP,BRYANSTON HIGH SCHOOL,Public,915
MP,F.H. MKHABELA SECONDARY SCHOOL,Public,915
EC,MOKHESI JUNIOR SECONDARY SCHOOL,Public,915
KZ,MKLOMELO PRIMARY SCHOOL,Public,915
KZ,THEMBALENTSHA H,Public,915
KZ,THUKELA S,Public,915
KZ,SIFISOSETHU PRIMARY SCHOOL,Public,916
GP,HOËRSKOOL CENTURION,Public,916
GP,MAGAGULA PRIMARY SCHOOL,Public,916
LP,BONWANKWE PRIMARY SCHOOL,Public,916
NW,HOERSKOOL GRENSWAG,Public,916
FS,BLOEMFONTEIN P/S,Public,916
FS,TLOKOLA S/S,Public,916
FS,RHEEDERPARK C/S,Public,916
KZ,MASHAYILANGA PRIMARY SCHOOL,Public,916
WC,KOOS SADIE PRIM.,Public,916
WC,SWEET VALLEY PRIM.,Public,916
GP,ESITHEBENI PRIMARY SCHOOL,Public,917
GP,KGETSE-YA-TSIE PRIMARY SCHOOL,Public,917
MP,KHAYELIHLE PRIMARY SCHOOL,Public,917
NW,KEITUMETSE PRIMARY,Public,917
NW,KLIPGAT SECONDARY,Public,917
NW,MADIMA PRIMARY,Public,917
GP,KHUTSONG SOUTH EXTENSION 2 PRIMARY SCHOOL,Public,917
NC,PABALLELO HIGH SCHOOL,Public,917
KZ,CLIFTON PREPARATORY,INDEPENDENT,917
KZ,PEACEVILLE CP,Public,917
WC,SPINE VIEW PRIM.,Public,917
WC,NORTHPINE PRIMARY SCHOOL.,Public,917
KZ,MZABALAZO PRIMARY SCHOOL,Public,918
LP,MOHLABI PRIMARY SCHOOL,Public,918
LP,MAKOPOLE II SECONDARY SCHOOL,Public,918
EC,NOMVALO JUNIOR SECONDARY SCHOOL,Public,918
EC,VULAMAZIBUKO PRIMARY SCHOOL,Public,918
NC,ANDERSON PRIMÊRE SKOOL,Public,918
KZ,DUNDEE JS,Public,918
KZ,HOWICK WEST (RANGEVIEW RD),Public,918
EC,CLARENDON PARK PRIMARY SCHOOL,Public,918
EC,BOOYSEN PARK PRIMARY,Public,918
WC,WESTERFORD HS.,Public,918
KZ,WOODLANDS S,Public,919
KZ,ZWELONKE H,Public,919
GP,BRYNEVEN PRIMARY SCHOOL,Public,919
LP,PHOKANOKA SENIOR SECONDARY SCHOOL,Public,919
LP,ST GEORGE COLLEGE,INDEPENDENT,919
NW,PUDULOGO PRIMARY PUBLIC SCHOOL,Public,919
NW,TSHENOLO PRIMARY,Public,919
NW,SETILO SECONDARY SCHOOL,Public,919
EC,JOE SLOVO FREEDOM H SCHOOL,Public,919
FS,KATISO  P/S,Public,919
KZ,CLAVIS PRIMARY SCHOOL,Public,919
KZ,SONYONGWANA H,Public,919
GP,LAERSKOOL PIET VAN VUUREN,Public,920
GP,KINGSMEAD COLLEGE,INDEPENDENT,920
MP,UBUHLEBETHU SECONDARY SCHOOL,Public,920
MP,METROPOLITAN COLLEGE,INDEPENDENT,920
NW,MORE HIGH SCHOOL,Public,920
FS,WINBURG C/S,Public,920
KZ,BRIARDENE PRIMARY SCHOOL,Public,920
GP,LAERSKOOL SUIDHEUWELS,Public,921
GP,BUD MBELLE PRIMARY SCHOOL,Public,921
GP,SPRINGS SECONDARY SCHOOL,Public,921
LP,MASUNGI PRIMARY,Public,921
LP,SEKUTUPU PRIMARY SCHOOL,Public,921
LP,NKOSHILO SECONDARY SCHOOL,Public,921
LP,EDSON NESENGANI,Public,921
EC,USENATHI PUBLIC PRIMARY SCHOOL,Public,921
KZ,ECEKEZA S,Public,921
KZ,LANGSYDE,INDEPENDENT,921
WC,GREENLANDS PRIM.,Public,921
WC,WYNBERG GIRLS' HS.,Public,921
WC,WITZENBERG PRIM.,Public,921
KZ,SANGWENI PRIMARY SCHOOL,Public,922
GP,IBHONGO SECONDARY SCHOOL,Public,922
MP,SOZAMA SECONDARY SCHOOL,Public,922
MP,MBOMBO PRIMARY SCHOOL,Public,922
MP,MABOTHE SECONDARY SCHOOL,Public,922
NW,FUMANE SECONDARY SCHOOL,Public,922
NW,MACHAMA PRIMARY,Public,922
EC,SIYAKHULA PRIMARY SCHOOL,Public,922
FS,LEHAKWE P/S,Public,922
FS,MAKENENG P/S,Public,922
KZ,KWASHAKA H,Public,922
KZ,LENNOXTON PRIMARY SCHOOL,Public,922
KZ,MTHUSI H,Public,922
WC,ORLEANSVALE PRIM.,Public,922
GP,HIGHVELD PRIMARY SCHOOL,Public,923
GP,LETARE SECONDARY SCHOOL,Public,923
GP,NOMNEKANE PRIMARY SCHOOL,Public,923
GP,FATLHOGANG PRIMARY SCHOOL,Public,923
GP,TSWAING SECONDARY SCHOOL,Public,923
NC,EMMANUEL HIGH SCHOOL,Public,923
FS,BODIBENG P/S,Public,923
WC,GERRIT DU PLESSIS SEK.,Public,923
GP,VHALLIESPARK PRIMARY SCHOOL,Public,924
GP,HOËR TEGNIESE SKOOL CAREL DE WET,Public,924
LP,MASHISHIMALE PRIMARY SCHOOL,Public,924
NC,STERNHAM INTERMEDIËRE SKOOL,Public,924
FS,NTEDISENG I/S,Public,924
FS,JC MOTUMI S/S,Public,924
GP,PHORORONG PRIMARY SCHOOL,Public,924
WC,SPRINGFIELD CONVENT OF THE HOLY ROSARY,INDEPENDENT,924
WC,MURRAY HIGH SCHOOL,Public,924
EC,NONINZI LUZIPHO PRIMARY SCHOOL,Public,925
GP,HOËRSKOOL PRETORIA-NOORD,Public,925
GP,LETSIE PRIMARY SCHOOL,Public,925
MP,SUKUMANI PRIMARY SCHOOL,Public,925
NW,MONNAAMERE PRIMARY SCHOOL,Public,925
EC,MASIKHUTHALE PUBLIC SCHOOL,Public,925
KZ,MNYAMANDE S,Public,925
KZ,NTEE H,Public,925
EC,SYDENHAM PRIMARY SCHOOL,Public,925
KZ,ZWELINJANI S,Public,926
GP,WATERKLOOF PRIMARY SCHOOL,Public,926
GP,LAERSKOOL HANDHAWER,Public,926
LP,IKHWEZI LOKUSA PRIMARY SCHOOL,Public,926
MP,MGOBODI PRIMARY SCHOOL,Public,926
EC,NTSIMBINI JUNIOR SECONDARY SCHOOL,Public,926
FS,PHOMOLONG I/S,Public,926
KZ,AMAKHEMFUNDO PRIMARY SCHOOL,Public,926
KZ,DASSENHOEK H,Public,926
WC,R.R. FRANKS PRIM.,Public,926
WC,W.F. LOOTS PRIM.,Public,926
WC,ROODEWAL PRIM.,Public,926
MP,HAZYVIEW COMPREHENSIVE SCHOOL,Public,927
EC,LUVUYO LERUMO H SCHOOL,Public,927
KZ,MFINYELI H,Public,927
KZ,NOMBIKA S,Public,927
KZ,SURYAVILLE PRIMARY SCHOOL,Public,927
GP,HILLVIEW HIGH SCHOOL,Public,928
GP,TOWNVIEW HIGH SCHOOL,Public,928
GP,KAMOGELO PRIMARY SCHOOL,Public,928
GP,TSHIRELA PRIMARY SCHOOL,Public,928
LP,MOTLOBONI COMBINED SCHOOL,Public,928
EC,CLARKEBURY SENIOR SECONDARY SCHOOL,Public,928
EC,LUTUKA SENIOR SECONDARY SCHOOL,Public,928
FS,BODIKELA  I/S,Public,928
FS,SENAKANGWEDI S/S,Public,928
FS,KGAUHELO P/S,Public,928
KZ,NTABANTUZUMA H,Public,928
GP,GREENSIDE HIGH SCHOOL,Public,929
GP,EVEREST PRIMARY SCHOOL,Public,929
GP,LAERSKOOL HERMANSTAD,Public,929
GP,IMFUNDO MIDDLE SCHOOL,Public,929
GP,REATLEGILE PRIMARY SCHOOL,Public,929
LP,MAKGANE PRIMARY SCHOOL,Public,929
NW,SETUMO HIGH SCHOOL,Public,929
NC,EMANG MMOGO COMPREHENSIVE SCHOOL,Public,929
FS,ECCO P/S,Public,929
KZ,MURCHISON CP,Public,929
WC,STRAND MOS PRIM.,Public,929
WC,ST. MARY'S RK PRIM. (GEORGE),Public,929
GP,GOUDPARK PRIMARY SCHOOL,Public,930
GP,BALESENG PRIMARY SCHOOL,Public,930
GP,ETWATWA SECONDARY SCHOOL,Public,930
LP,TSHIKEVHA CHRISTIAN SCHOOL,INDEPENDENT,930
LP,TSWINGA PRIMARY,Public,930
MP,SIDINGULWAZI PRIMARY SCHOOL,Public,930
MP,MTIMBA PRIMARY SCHOOL,Public,930
MP,SOMCUBA PRIMARY SCHOOL,Public,930
NW,KEBONANG SECONDARY SCHOOL,Public,930
EC,LADY FRERE JUNIOR SECONDARY SCHOOL,Public,930
NC,HOËRSKOOL KALAHARI,Public,930
KZ,INANDA NO 12 S,Public,930
KZ,NONDABULA CP,Public,930
KZ,PHILA PRIMARY SCHOOL,Public,930
WC,RIETENBOSCH PRIM.,Public,930
GP,NCHUNCHEKO PRIMARY SCHOOL,Public,931
GP,DIKAGO DINTLE PRIMARY SCHOOL,Public,931
LP,KHAISO HIGH SCHOOL,Public,931
LP,MOLAUTSI SECONDARY SCHOOL,Public,931
LP,STEELPOORT ACADEMY,Public,931
MP,KHALIPHANI SECONDARY SCHOOL,Public,931
EC,SAKHISIZWE PRIMARY SCHOOL,Public,931
FS,KAELANG S/S,Public,931
EC,NOMBULELO SECONDARY SCHOOL,Public,931
WC,ARCADIA PRIM.,Public,931
WC,WILLIAM LLOYD PRIM.,Public,931
NW,HARTBEESPOORT HIGH SCHOOL,Public,932
KZ,QUARRY HEIGHTS PRIMARY SCHOOL,Public,932
EC,CALEY JUNIOR SECONDARY SCHOOL,Public,932
EC,SIYAHLANGULA PUBLIC PRIMARY SCHOOL,Public,932
EC,SIWALI JUNIOR SECONDARY SCHOOL,Public,932
KZ,ALOE PARK PRIMARY SCHOOL,Public,932
KZ,AMAHLUBI S,Public,932
KZ,INCOPHELELO JP,Public,932
KZ,PHUMELELANI PRIMARY SCHOOL,Public,932
KZ,MFULAMHLE JS SCHOOL,Public,932
WC,EXCELSIOR PRIM. (BELLVILLE),Public,932
WC,CARAVELLE PRIM.,Public,932
WC,NKQUBELA PRIM.,Public,932
KZ,SAREL CILLIERS S,Public,933
GP,THAKGALANG JUNIOR SECONDARY SCHOOL,Public,933
GP,JORDAN SECONDARY SCHOOL,Public,933
GP,MOROJANENG PRIMARY SCHOOL,Public,933
LP,FONDWE PRIMARY SCHOOL,Public,933
LP,KGATELOPELE PRIMARY SCHOOL,Public,933
MP,ED-U-COLLEGE COMBINED SCHOOL,INDEPENDENT,933
NW,MONNAAPHANG SEBOGODI PRIMARY,Public,933
EC,MILTON MBEKELA SENIOR SECONDARY SCHOOL,Public,933
EC,LANGA SENIOR SECONDARY SCHOOL,Public,933
FS,MAUTSE P/S,Public,933
FS,REATILE I/S,Public,933
KZ,DNC C,Public,933
KZ,OLWANDLE H,Public,933
GP,HOLY ROSARY CONVENT SCHOOL,INDEPENDENT,934
GP,M. H. BALOYI SECONDARY SCHOOL,Public,934
EC,NTUKAYI SENIOR SECONDARY SCHOOL,Public,934
KZ,ISIPINGO S,Public,934
KZ,NDABAYAKHE CP,Public,934
GP,CHILD ACADEMY PROGRAMMES,INDEPENDENT,934
GP,LAERSKOOL ELANDIA,Public,934
WC,WEST RIDING PRIM,Public,934
LP,SEBALAMAKGOLO,Public,935
FS,MPATLENG S/S,Public,935
EC,DE VOS MALAN PRIMARY SCHOOL,Public,935
NW,UPPER SETLAGOLE PRIMARY SCHOOL,Public,936
GP,SEKGUTLONG PRIMARY SCHOOL,Public,936
LP,MOKGABUDI PRIMARY SCHOOL,Public,936
NW,LOKGABENG PRIMARY,Public,936
NW,MADIBOGO HIGH SCHOOL,Public,936
NW,SELAMODI COM,Public,936
EC,ROMAN CATHOLIC JUNIOR SECONDARY SCHOOL,Public,936
KZ,PHINDAVELE H,Public,936
EC,DIETRICH PRIMARY SCHOOL,Public,936
KZ,MT PLEASANT,Public,936
WC,IKHUSI PRIM.,Public,936
WC,HILLSIDE PRIM. (M/PLAIN),Public,936
GP,JEPPE HIGH SCHOOL FOR GIRLS,Public,937
GP,HOËRSKOOL SUIDERLIG,Public,937
MP,MAVIMBELA PRIMARY SCHOOL,Public,937
LP,GERSON NTJIE,Public,937
EC,MAKINANA PUBLIC PRIMARY SCHOOL,Public,937
FS,UNICOM P/S,Public,937
KZ,EMTSHEZI H,Public,937
EC,DOWER PRACTISING SCHOOL,Public,937
KZ,ST MICHAELS PRIMARY SCHOOL,Public,937
